x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
732,1462,120,703,573,749,559,467,902,1045
1168,871,111,872,344,557,564,448,815,842
1025,980,111,1279,373,367,554,475,924,764
1266,766,114,755,806,545,556,908,144,863
806,447,112,1213,380,149,561,705,762,896
-37,1722,102,909,686,921,562,436,151,340
549,590,104,911,624,443,560,572,868,566
322,676,105,1679,196,208,564,455,439,1106
708,490,116,828,703,-37,564,-62,196,699
728,965,121,1548,189,552,554,913,677,892
443,788,117,427,851,722,558,720,1311,880
-74,556,114,1099,259,444,555,554,956,908
285,157,119,1345,377,855,567,281,1377,916
1297,942,127,597,87,899,560,611,871,772
771,475,125,668,496,685,552,179,301,671
931,1376,119,495,740,483,550,893,375,647
913,1130,136,1192,407,181,563,431,446,813
1340,332,122,1099,439,148,559,558,-32,1078
323,313,133,953,704,617,559,1061,412,722
931,345,129,386,564,201,564,322,105,379
540,1798,140,1048,698,543,568,649,753,1003
392,355,124,298,469,1014,559,745,760,872
486,707,140,737,648,428,562,313,1146,449
720,5,124,270,631,243,559,936,420,916
-43,809,134,1186,644,550,558,592,727,960
706,668,125,903,528,833,550,1109,261,543
974,687,133,375,332,825,564,641,607,718
341,644,134,1300,336,638,561,1407,773,1209
-62,1079,134,1264,531,24,557,157,854,1179
640,1250,138,374,615,839,561,1009,608,542
1042,427,145,1009,570,635,553,569,1026,502
741,837,153,593,297,535,546,602,538,684
698,532,151,512,504,1045,563,-198,1008,1006
397,975,148,782,303,784,560,559,756,931
938,763,139,401,476,809,545,-268,1060,886
637,839,142,737,800,255,546,556,596,817
409,1385,152,639,671,451,549,659,552,805
633,656,156,840,555,1124,548,408,494,997
765,599,145,809,394,876,540,254,1165,770
1053,301,152,804,318,551,548,647,715,739
736,723,150,734,292,687,542,359,1033,917
205,1117,150,1338,406,638,555,628,746,745
539,638,151,1066,472,818,540,839,921,261
980,1119,155,513,670,1185,555,1301,486,954
1410,804,151,749,394,-26,556,1181,584,454
665,1384,155,1508,646,1342,546,479,986,673
28,461,164,1424,552,461,547,216,397,855
499,467,163,344,672,376,551,967,400,575
1011,1003,161,1120,512,722,541,648,-37,1147
1136,564,160,1550,753,1100,550,340,1011,546
447,578,168,809,491,1270,533,809,710,403
398,454,166,1146,508,791,523,1014,383,890
572,881,171,399,742,898,515,234,912,935
700,830,161,357,414,711,531,187,630,890
269,1022,174,739,823,191,521,245,737,1085
796,966,165,282,333,169,515,1069,982,848
356,255,168,518,443,267,522,243,339,-42
676,1594,160,1305,608,482,517,709,699,1017
440,804,159,1777,605,1229,507,156,145,772
398,769,166,896,422,182,505,185,881,1145
983,550,166,773,480,697,513,510,844,722
442,459,158,793,671,484,506,1050,1947,759
980,217,153,183,345,26,498,1375,124,544
371,691,164,1370,335,723,514,935,394,606
191,955,149,439,465,-93,497,236,202,880
2,646,163,627,514,619,506,791,156,793
955,784,150,1024,658,2,496,67,1276,974
622,464,157,1080,300,647,496,63,839,425
305,380,147,943,664,916,498,821,490,971
753,323,149,696,478,824,495,14,620,1020
607,1103,146,818,724,665,501,339,-75,833
385,254,138,783,488,205,493,744,1146,957
322,613,133,1069,388,811,490,1029,1128,800
815,404,136,667,572,734,499,313,566,475
924,-182,141,1498,220,1165,489,995,525,351
911,1254,137,554,495,351,489,372,824,395
498,752,126,405,920,441,489,580,960,737
737,923,132,512,595,476,499,153,216,679
1041,867,132,631,370,336,484,399,602,918
802,116,134,1225,753,233,481,616,638,1047
748,87,127,387,592,1194,486,806,495,789
365,877,129,938,319,558,483,729,733,478
1262,1186,129,377,383,900,489,577,544,1125
548,712,118,1067,262,398,489,485,642,1073
629,737,119,818,691,795,487,613,172,1162
265,1024,111,1431,672,551,487,651,1072,791
1054,803,102,2020,693,869,492,481,313,860
85,993,112,1138,284,697,491,276,573,637
709,950,94,1051,782,469,497,141,513,774
703,879,95,1255,765,64,492,894,439,1014
226,453,94,881,427,878,502,291,155,950
23,160,84,588,658,642,512,359,343,909
896,605,89,789,411,1155,508,500,1166,462
973,538,89,343,428,330,492,1035,731,327
594,614,93,0,498,616,502,430,1178,951
274,859,93,1047,790,185,496,871,947,508
779,933,89,754,481,1082,494,315,689,867
502,694,96,913,315,801,493,-81,438,323
1404,1201,99,950,202,836,502,391,831,468
142,452,95,-2,272,764,503,-41,993,984
696,304,91,1009,478,876,508,881,700,565
856,725,90,712,690,49,518,674,708,924
942,447,82,785,133,787,525,500,536,922
469,1564,83,453,1088,909,525,245,1030,652
592,515,87,931,711,760,511,359,375,525
534,1095,90,478,242,629,508,693,674,890
864,281,90,985,446,871,519,720,747,407
1025,667,98,1159,538,1011,511,383,497,206
1205,12,95,756,705,1016,526,-193,192,1287
715,543,81,956,537,1307,512,781,840,687
729,260,99,1018,386,1004,509,966,402,625
803,607,85,964,653,754,509,450,831,664
767,824,90,53,920,234,520,766,707,445
747,164,96,399,488,586,516,508,696,749
635,310,94,607,131,249,514,853,447,683
640,788,93,814,508,399,524,732,422,486
559,362,90,994,179,354,534,876,516,1048
613,1087,95,819,604,1476,525,529,718,1358
673,791,80,825,94,501,538,50,460,252
128,602,91,974,334,636,537,602,953,862
782,1099,90,1332,112,51,547,253,1189,1105
589,746,100,856,812,-195,545,372,542,854
850,860,86,1194,451,1003,544,516,605,780
685,636,86,513,540,556,551,781,599,429
809,1064,95,1588,650,405,541,859,387,1103
1080,926,100,1462,734,126,547,1533,290,722
966,502,98,729,588,202,557,371,826,766
357,227,90,980,202,995,548,46,1182,861
706,316,86,-29,434,791,543,726,1166,750
675,740,92,1475,538,946,554,46,453,866
436,557,83,206,603,85,548,599,773,735
670,928,80,1400,598,1255,540,-109,456,816
148,205,90,634,188,551,549,904,849,324
460,721,97,472,278,710,555,770,510,670
957,417,94,1451,548,-1,540,724,667,574
1227,712,87,1756,735,515,539,221,454,1039
579,1383,90,1250,808,1150,550,232,579,571
676,201,84,800,407,455,554,418,617,949
891,867,89,540,360,412,560,490,553,693
568,808,90,1486,204,1266,556,651,1039,942
104,459,100,908,433,391,549,229,865,593
847,873,90,1225,322,1015,551,456,910,783
460,25,97,1169,476,-394,543,399,441,517
385,921,88,1172,712,695,549,465,482,1056
127,577,90,819,430,502,559,451,219,379
662,639,90,712,407,924,564,846,101,512
59,311,81,856,639,656,555,354,406,602
704,560,90,1204,585,610,560,290,696,862
52,559,100,790,488,512,550,809,367,1015
1090,748,84,1568,519,-82,563,254,522,1099
765,881,91,945,533,395,561,348,498,732
284,670,97,533,754,1010,562,525,420,803
735,342,91,1082,574,703,571,1043,1165,197
564,1407,99,896,293,-216,572,27,820,750
194,138,88,355,818,331,569,896,755,1088
856,1075,93,1050,354,634,571,490,235,858
572,773,87,738,724,1058,561,400,787,672
882,821,93,965,439,789,563,468,676,971
347,-126,91,849,325,25,573,119,486,297
357,625,83,346,324,643,570,872,304,722
591,693,84,899,475,523,583,1126,65,618
466,1242,88,528,380,836,567,-108,599,475
1014,186,91,1027,572,464,566,738,546,544
352,961,101,374,571,719,574,347,472,938
285,634,90,744,387,534,564,-54,619,660
478,898,91,609,328,494,574,135,1115,727
685,793,95,982,250,489,580,209,820,403
730,1040,99,1031,510,661,578,736,812,1149
32,481,92,605,1149,567,586,827,824,612
224,545,94,183,815,739,576,908,602,912
356,1075,84,1407,425,629,589,1021,712,961
801,576,92,537,372,568,592,889,461,1126
1127,533,93,843,226,385,602,821,717,738
1003,768,93,1221,274,911,606,661,272,875
941,127,83,672,368,-17,594,906,1355,870
774,450,86,1452,368,1230,605,521,416,239
589,-147,94,902,720,740,598,719,300,690
1008,228,87,1067,731,324,593,1322,1354,953
554,206,93,1783,484,275,592,207,947,956
743,763,93,469,693,792,590,709,708,1024
1192,152,99,708,540,324,597,79,1230,487
-96,364,88,1634,601,887,601,937,1074,833
324,808,84,1137,534,498,591,1122,167,771
606,460,94,646,391,573,597,994,1165,849
759,997,93,475,324,1077,606,293,507,560
661,263,92,1261,262,156,606,-177,964,272
836,1134,94,-54,541,505,596,568,654,848
606,-114,90,1256,533,440,606,539,797,771
325,801,90,880,580,453,594,545,319,730
703,723,93,1583,745,721,584,683,611,974
293,581,89,896,277,826,574,655,683,603
1175,710,100,703,572,1333,589,223,716,898
779,242,83,788,273,695,574,956,260,722
857,707,91,426,484,229,576,455,988,472
375,674,86,879,549,78,588,726,684,935
661,667,101,957,565,443,576,708,634,983
982,888,93,363,750,834,583,-18,878,764
662,474,97,227,173,660,585,505,448,649
689,509,96,1126,509,387,573,334,133,303
278,456,99,314,689,341,584,973,304,1246
850,118,92,835,698,1125,576,1247,590,1242
141,1338,99,742,685,-86,574,491,905,1206
665,1207,82,665,500,479,580,893,851,1047
711,1146,83,1241,571,478,586,1042,900,693
278,839,93,890,366,1012,575,383,515,708
417,856,86,1023,616,1020,570,548,1252,530
695,976,94,1723,650,513,577,647,649,378
575,1521,90,600,463,76,567,1259,526,815
868,878,82,665,297,427,571,383,492,679
803,-183,91,1293,560,578,572,180,12,745
614,68,89,866,775,556,562,330,374,613
283,192,92,1377,540,318,561,1184,-29,1091
347,631,86,145,806,551,557,966,497,889
686,373,89,792,742,554,547,338,337,824
522,208,83,1329,215,1095,552,740,-112,534
801,723,91,474,407,873,553,590,714,703
308,614,84,729,471,452,553,585,556,688
521,714,88,907,192,1577,543,134,476,888
608,478,78,1245,485,1076,553,414,888,586
570,367,79,1386,497,147,534,418,703,755
1044,346,81,1450,372,357,553,31,857,881
114,304,98,761,393,140,534,85,941,573
724,864,84,407,211,796,533,487,1217,919
532,248,98,748,543,624,548,511,755,1007
377,1024,88,1179,462,550,542,609,531,1086
692,721,89,1034,325,1429,550,1033,463,1004
677,1159,88,838,209,643,534,844,142,981
270,250,88,741,479,833,523,42,789,733
480,147,91,192,682,544,513,317,1494,1143
877,642,97,468,463,284,525,627,461,1165
683,513,79,938,602,685,531,678,532,777
528,1186,90,530,712,164,519,501,610,764
240,863,86,1265,88,1227,530,877,1022,1158
1129,409,78,717,251,301,518,726,1520,517
313,1184,88,649,935,1160,522,704,276,415
915,97,85,715,341,1150,515,826,400,1132
691,737,91,664,786,327,516,465,461,721
470,1138,96,480,219,546,522,285,266,314
863,324,89,1101,488,247,514,275,119,858
998,695,83,580,657,618,524,406,656,1151
660,616,92,353,179,814,506,537,749,769
730,621,93,280,577,263,520,263,106,909
1272,1229,86,1449,289,564,517,1390,517,741
-11,628,87,942,289,1151,514,478,934,713
993,561,92,879,410,183,505,760,39,416
780,1407,85,1153,437,830,502,705,933,1008
495,997,93,961,797,502,497,820,651,780
165,659,102,550,647,960,492,1059,566,1225
563,381,96,667,549,567,487,177,319,579
520,840,104,1580,370,722,494,542,667,520
468,479,109,1047,731,1131,500,603,157,943
598,1152,99,1359,659,861,487,418,448,943
493,1109,109,1670,386,726,491,323,589,559
391,607,115,421,544,845,500,510,535,1085
968,788,106,872,504,1267,491,379,771,1149
555,726,114,651,357,192,493,139,832,610
575,1048,102,1452,664,706,489,651,774,849
497,545,110,959,631,635,499,1411,211,1147
558,950,115,621,860,517,490,273,737,932
256,403,111,811,303,1408,483,118,496,605
811,200,105,1313,607,608,498,489,958,472
316,698,108,811,366,810,489,1115,751,600
780,614,118,940,442,174,490,439,630,683
612,523,110,16,311,-152,492,506,-176,1311
1207,1038,114,773,841,1304,484,583,1363,652
523,49,125,2082,496,636,485,780,429,1110
1058,615,122,1052,287,137,484,826,442,791
754,432,131,720,484,1121,490,649,660,734
664,714,122,1505,683,469,497,648,761,785
627,1416,131,885,531,433,481,1061,819,617
419,151,134,747,524,181,491,-13,301,765
224,336,141,989,418,538,487,594,1078,783
763,175,124,678,288,1038,492,183,601,305
622,1730,143,830,529,373,501,441,1296,689
879,675,134,194,369,403,487,442,1388,960
812,496,143,323,502,132,492,478,508,965
409,857,135,747,512,225,484,369,384,621
889,740,142,1522,620,795,484,-61,267,763
301,1121,146,913,587,1334,491,129,712,384
126,598,134,344,402,418,482,-71,838,766
204,662,138,1489,643,452,491,389,611,865
303,962,148,657,230,71,493,363,609,867
860,755,143,1003,610,327,495,888,205,564
607,531,151,1627,324,528,487,744,1127,613
167,290,152,801,308,416,491,741,865,510
664,1499,161,521,331,136,497,588,594,663
435,889,171,523,435,784,495,427,1196,1150
814,311,166,985,323,512,505,923,631,1138
362,857,155,1488,548,897,493,211,829,600
1189,602,159,1165,534,298,492,379,993,828
755,1364,167,844,618,1447,499,694,883,750
964,1170,177,449,757,844,503,970,956,464
623,836,177,761,322,393,497,888,950,902
521,1088,181,992,545,275,493,166,524,511
530,1023,183,942,606,694,494,1249,425,603
735,690,168,230,567,490,498,388,715,735
650,654,167,1571,613,523,494,992,878,685
896,393,178,1081,426,791,503,817,-75,719
652,662,188,-13,553,919,500,495,253,730
904,643,182,842,564,384,510,241,872,767
424,253,179,1021,626,391,503,434,512,675
681,-39,186,228,766,715,511,1122,530,600
495,1189,181,971,661,801,507,589,907,816
585,522,192,719,583,1013,515,500,365,785
181,360,183,1171,309,541,519,800,583,666
847,552,189,347,731,291,528,503,686,509
1084,498,187,876,350,451,527,459,267,720
637,115,183,1380,719,1328,527,601,804,1033
976,739,186,535,473,235,536,613,126,810
591,960,186,1103,625,804,538,759,732,867
241,174,190,1114,641,-72,523,1043,80,553
1045,1382,197,610,476,343,521,760,552,453
796,515,189,1174,431,930,529,1100,883,764
493,745,194,1007,557,698,529,594,674,674
889,549,196,1303,234,1109,539,683,1239,763
679,726,198,1144,664,594,533,834,713,450
529,618,193,-91,252,-82,528,221,722,763
403,411,199,927,672,560,521,243,623,705
298,741,190,266,415,142,524,666,-125,887
981,1286,188,1002,582,808,534,-14,1007,351
714,-5,179,969,587,542,524,613,856,459
328,274,184,538,464,512,539,205,1224,796
467,509,196,875,764,459,537,991,516,639
1051,923,183,1070,871,996,528,951,219,886
22,390,183,1418,531,726,536,358,734,555
186,1137,176,953,306,338,544,498,800,721
1073,754,179,625,478,-125,542,787,1132,1160
1038,1238,176,1276,512,1293,554,797,1394,986
1045,850,176,266,817,-298,542,883,1558,1051
557,591,168,727,425,294,545,-43,1296,727
954,282,159,1344,548,569,551,628,383,697
497,777,157,902,347,463,560,366,1123,290
558,578,161,1412,415,952,544,-121,1110,1067
1161,1156,160,842,231,102,548,542,802,316
847,556,154,897,686,998,552,151,1027,769
462,893,153,420,594,991,559,704,719,420
564,515,149,1742,596,-212,559,88,938,872
1080,445,158,549,759,727,551,198,493,859
802,1003,165,2444,236,1505,546,382,720,470
857,756,160,1096,468,134,552,1244,328,893
406,788,168,1015,760,507,554,414,331,368
1003,1116,156,928,646,731,560,701,973,796
330,676,157,1208,427,698,545,102,572,1046
1014,309,163,685,607,366,547,-77,633,727
781,61,154,1127,298,1039,553,771,339,650
572,1160,164,986,502,956,544,868,660,539
477,652,155,932,568,490,551,713,1080,829
1108,524,160,1304,237,261,547,71,173,543
652,1018,146,1257,503,579,545,603,508,810
1017,845,153,1258,405,823,553,-219,881,456
302,875,162,1381,268,525,545,-329,155,951
633,861,152,474,460,858,544,459,803,829
613,906,162,883,901,446,552,-64,779,623
400,710,152,354,556,429,553,760,387,616
629,12,149,1152,379,900,557,357,827,1122
280,207,152,740,508,1372,561,487,936,597
552,1045,144,705,274,305,554,518,358,1023
1045,861,152,1308,235,1135,551,463,549,474
1020,340,146,1104,370,716,556,690,1088,530
627,420,140,775,549,-57,547,105,662,522
317,1115,141,1046,484,854,552,582,656,476
-179,574,139,1287,514,-72,558,659,32,668
517,743,129,987,368,602,557,174,415,784
206,1243,125,365,466,32,551,508,860,529
811,355,121,810,534,521,552,466,447,703
299,1255,132,730,630,561,556,862,712,791
959,246,126,-22,324,225,555,568,117,794
652,824,117,1192,507,361,560,-29,431,1074
793,516,114,1257,601,44,554,315,195,803
515,933,113,447,439,1694,566,605,555,735
916,1207,123,1301,358,974,554,735,821,703
544,596,125,199,354,155,564,-311,635,717
326,1085,115,745,356,830,561,273,879,540
513,817,111,950,352,727,568,775,1112,664
717,491,117,1176,230,616,568,596,836,919
153,672,124,743,745,1171,554,233,-5,796
656,563,112,1189,677,726,561,801,1349,715
806,619,122,757,366,1084,560,205,924,819
294,785,128,635,263,210,555,50,367,699
664,924,126,72,492,634,556,351,552,189
913,186,126,548,552,494,551,677,654,523
605,702,128,2072,497,384,562,-115,330,574
591,698,137,755,552,934,557,719,632,366
274,378,142,1100,1085,734,554,599,554,964
850,652,134,511,551,652,560,895,-13,626
663,1050,136,262,199,708,567,464,970,856
848,-43,139,638,450,1546,565,596,753,651
603,599,147,518,451,730,558,345,135,673
875,1228,128,1683,350,1029,565,-4,178,517
930,866,138,952,426,1227,557,340,1253,620
366,1079,133,855,375,410,554,389,99,907
302,336,135,972,238,720,549,251,1235,1078
513,286,143,1513,603,-115,567,446,728,579
928,707,147,881,494,967,564,524,1036,545
794,371,138,696,871,608,556,924,1180,850
300,650,130,730,627,1111,566,455,306,501
698,217,140,737,766,369,560,883,872,881
358,673,140,1018,251,293,556,1007,541,408
698,761,146,1140,715,414,559,371,146,984
868,815,136,175,389,370,559,902,816,809
1167,916,145,729,456,825,554,501,1338,508
176,1690,142,1284,490,686,544,318,723,1072
243,632,147,449,596,686,547,93,763,707
212,380,148,781,588,854,554,664,554,876
1071,426,138,840,837,1313,554,488,846,382
390,817,136,506,554,646,560,629,1233,600
1006,773,141,753,442,1127,549,-40,693,648
526,637,151,706,456,612,553,619,252,558
1411,989,153,1794,279,864,543,367,457,1048
503,-238,151,1382,727,546,563,926,888,1110
357,326,142,1162,526,582,546,775,1186,697
561,259,157,1421,198,501,548,840,931,831
1262,895,155,1374,189,358,546,235,228,536
643,-40,152,1145,462,456,558,-43,954,879
687,548,159,1122,256,638,550,289,823,922
568,1087,151,1202,409,1124,553,293,1212,685
1031,722,152,1352,833,47,553,465,875,932
967,553,161,908,323,934,548,247,744,1269
643,973,167,713,358,528,544,282,578,804
305,680,161,634,910,736,544,519,668,631
850,28,153,43,471,838,538,410,1417,575
590,214,166,769,340,981,555,-44,338,558
443,966,168,919,619,873,545,522,947,880
861,1104,177,810,558,609,540,787,565,1071
153,234,165,1587,931,483,544,936,222,872
997,537,175,1254,563,449,552,4,953,370
745,1087,171,1580,210,518,542,285,333,744
727,954,169,65,529,563,535,588,992,641
956,-3,181,1092,320,932,550,245,580,558
548,406,181,598,332,151,549,781,555,592
438,544,168,1139,403,1393,534,154,987,1107
408,814,179,947,659,717,536,699,915,470
1115,747,181,969,756,454,547,167,305,584
762,946,172,976,426,342,542,607,535,1099
730,710,181,1129,380,351,550,760,789,639
633,225,162,653,328,1214,537,954,793,968
462,680,170,678,581,710,548,479,782,1216
577,1075,175,887,548,945,551,397,686,1352
374,861,182,580,651,731,533,405,510,1040
626,551,173,675,536,264,542,401,782,883
92,475,166,1124,913,747,546,253,717,542
685,695,182,1560,518,416,536,282,614,801
744,14,168,1260,433,520,546,635,170,892
357,846,168,1086,484,829,546,130,474,628
1135,1257,174,1235,587,341,545,117,568,619
422,107,169,1467,339,797,534,753,553,384
1012,548,177,640,481,859,527,527,593,415
-43,456,167,1223,234,161,534,743,705,1104
617,475,184,578,692,809,529,251,268,593
611,885,175,980,588,747,519,400,593,803
766,1030,169,528,424,830,533,833,546,651
456,254,173,821,512,555,537,445,283,687
741,1293,177,341,478,386,526,76,261,655
830,945,178,1128,811,763,520,687,686,1026
868,508,168,418,223,605,517,119,614,755
1175,1234,168,642,530,456,524,592,79,1000
374,849,177,1957,427,-216,519,354,483,850
357,360,174,1409,615,960,526,611,636,69
758,607,171,712,302,866,511,714,605,846
568,799,174,957,421,585,514,695,742,625
683,575,170,921,477,57,524,627,684,703
369,583,177,219,848,739,516,679,985,986
505,950,182,741,212,735,506,197,723,790
900,384,168,1077,493,671,525,109,655,647
159,910,184,881,486,698,515,636,660,533
604,131,175,1039,673,514,510,369,789,669
804,619,185,1128,428,513,520,-276,803,915
600,295,182,398,334,658,519,281,933,987
801,427,166,812,527,460,506,190,694,600
461,943,178,1077,581,187,520,676,627,914
694,825,181,770,784,785,516,404,280,1014
686,-74,180,661,778,1094,508,278,277,1083
980,270,170,787,457,643,504,255,378,887
973,704,170,1411,459,1106,511,493,704,1101
367,603,171,1617,507,336,502,543,659,514
160,585,174,758,504,684,494,-40,890,746
447,634,168,1104,878,451,508,582,589,586
818,915,170,240,615,310,509,294,396,694
292,322,167,815,299,1102,499,952,941,535
172,398,166,918,875,156,493,-105,356,1088
288,280,166,570,578,852,491,645,397,961
549,650,162,51,520,960,503,-138,948,721
204,513,169,910,577,450,505,473,288,768
499,536,161,650,624,36,505,1011,390,751
744,1172,166,713,368,529,497,404,696,880
525,474,156,1320,634,473,493,284,684,906
571,1402,161,1122,547,990,495,801,818,726
800,1322,148,683,482,747,496,725,1520,1115
489,463,140,579,430,472,489,364,694,953
-5,582,148,537,603,220,494,172,1178,823
606,509,134,1222,749,-39,479,275,104,659
109,1199,145,543,264,569,482,304,625,599
705,1205,147,110,368,373,488,432,988,506
988,851,148,911,273,463,485,135,147,723
750,566,132,1149,397,146,493,219,6,668
509,1594,123,1201,528,688,487,142,807,759
768,81,124,1176,381,269,493,361,724,502
366,1297,114,481,872,344,478,95,456,790
216,369,124,98,490,701,496,874,970,982
396,237,116,370,288,480,477,674,549,806
427,485,116,1159,521,707,484,740,893,592
569,963,115,851,233,962,477,68,127,1135
883,159,123,1079,348,385,486,357,331,939
490,1131,132,883,811,1094,476,42,636,1094
1148,194,117,1581,600,501,493,275,978,506
701,809,116,651,470,561,496,631,654,847
815,958,127,696,812,83,476,409,966,768
883,883,114,1046,449,624,492,262,1222,683
832,1432,126,863,327,972,488,549,747,760
988,1023,186,680,562,960,590,-132,258,970
-84,722,190,1211,664,578,598,638,128,891
660,342,193,367,784,296,598,117,685,705
272,710,179,752,-111,668,594,-41,278,1197
431,475,189,1218,249,11,590,311,715,747
1009,962,192,909,466,267,596,465,933,604
418,345,180,1277,469,1404,591,-45,825,705
345,510,191,1342,457,1407,591,647,841,848
680,727,189,1678,645,77,593,746,1011,859
479,491,182,294,706,658,592,471,1151,424
670,1013,191,837,417,598,594,581,696,868
509,1252,190,654,706,233,584,593,828,634
600,46,197,1203,1100,866,585,501,614,1038
669,1033,197,951,549,341,589,484,819,319
667,583,104,1166,215,1004,831,638,1111,855
278,669,114,721,650,388,830,375,374,661
428,494,94,67,584,847,831,214,288,1246
613,1000,105,577,178,1214,831,116,519,918
95,990,106,1090,385,101,833,530,1238,312
900,248,97,275,423,183,831,257,986,1079
1132,849,107,226,496,720,829,61,659,499
748,299,108,1030,689,241,825,549,148,1117
886,972,106,1217,659,676,821,180,1602,680
675,1006,115,736,430,662,815,380,584,1021
982,683,125,578,545,1463,814,588,418,859
1073,195,118,630,539,836,817,932,1203,916
1031,916,124,783,333,24,812,477,850,816
791,142,105,848,623,727,814,1135,796,894
772,526,118,1553,556,340,805,427,254,539
795,666,126,1040,766,423,812,392,1334,590
621,949,122,983,88,934,817,-403,385,457
818,1162,133,923,317,901,806,552,648,1152
936,552,134,1664,444,157,817,385,251,174
626,249,136,468,200,510,805,489,579,388
517,941,127,793,770,510,811,941,474,993
274,215,125,930,549,666,808,447,691,1116
621,656,131,486,833,534,812,653,613,808
474,1355,136,734,599,728,806,852,1229,891
460,766,117,990,362,608,818,467,872,869
386,269,128,1018,402,720,811,512,1479,1130
183,564,138,623,623,656,817,485,747,244
1082,786,118,981,517,738,803,1088,485,489
486,1111,126,707,632,603,816,15,192,568
758,1199,127,1004,212,405,804,603,439,368
418,410,135,962,426,702,811,214,1012,919
1011,876,142,430,675,473,809,237,735,788
326,434,145,183,438,919,802,503,754,178
808,855,137,1447,394,563,811,958,616,929
727,632,143,640,670,680,810,380,590,556
618,1070,133,1088,930,779,810,663,908,814
604,665,143,626,575,831,812,425,1102,641
156,410,141,1519,648,1494,806,342,207,590
1080,1102,136,786,589,864,805,741,702,795
1232,798,150,475,236,-110,813,645,184,558
715,1768,160,404,407,937,816,702,1040,791
376,277,170,1121,556,398,823,371,657,515
555,893,155,966,484,825,812,400,813,871
920,1052,164,-262,406,740,817,359,731,364
363,1071,164,1040,336,413,808,285,1781,591
780,679,164,972,885,760,815,580,1269,766
69,353,154,711,611,344,809,1235,1465,917
790,1054,169,1412,474,89,818,185,980,928
885,828,165,1600,582,541,824,903,65,841
1039,635,162,1018,303,-38,814,118,810,427
938,1221,164,466,343,1125,812,376,842,877
550,448,152,669,604,866,807,971,47,404
-89,1005,169,569,417,650,813,400,687,598
332,997,170,1113,445,660,811,385,831,440
430,843,160,526,453,1037,813,-59,472,880
800,428,157,1013,366,490,807,326,40,383
1004,1065,158,752,541,1112,805,769,815,939
453,701,155,1188,111,1092,809,386,617,484
264,907,157,588,392,346,821,-116,1087,462
298,406,152,-78,606,494,814,457,835,727
266,231,153,398,40,388,817,877,847,551
776,75,143,1428,621,1396,816,339,841,1045
637,459,134,476,652,715,819,896,1061,681
644,499,151,1549,759,876,826,1151,632,754
147,397,142,778,547,323,816,505,570,943
651,658,138,733,552,424,806,459,727,348
115,218,147,1228,659,453,823,523,626,812
952,889,138,482,698,998,818,533,583,794
306,550,138,1125,426,906,809,521,276,478
758,1029,146,1035,681,916,818,660,950,729
495,563,136,578,606,513,827,918,600,972
843,499,139,1241,384,914,820,82,589,658
529,1356,132,1464,331,1067,809,415,1186,618
788,1013,138,987,690,951,819,399,347,575
4,1319,136,182,748,563,826,231,914,623
748,1607,129,1180,844,481,824,504,545,790
-37,1186,145,911,843,957,823,706,659,1264
483,695,132,756,655,1204,829,471,947,763
945,744,128,377,341,477,823,375,927,424
762,1127,138,437,263,612,820,634,338,644
421,710,148,485,299,358,823,451,90,721
778,820,139,875,608,275,829,294,676,658
442,870,143,662,416,427,825,272,589,419
735,817,140,263,666,603,819,492,1154,926
481,854,143,1108,628,552,821,263,718,922
196,373,133,639,361,1356,824,368,249,591
251,1042,143,1385,561,429,819,772,689,554
515,976,137,898,364,251,816,-60,463,1066
363,1378,125,545,796,909,823,339,803,744
566,602,133,427,583,891,830,512,802,969
443,494,142,1306,720,982,815,742,542,935
1036,1276,133,1309,344,953,825,185,306,845
586,633,129,1194,423,1053,820,146,935,454
1219,914,138,505,481,542,815,520,863,375
1023,396,126,1538,334,754,816,806,591,580
806,661,132,908,352,711,825,506,292,1011
1251,497,130,1213,349,882,817,791,385,972
1108,494,133,1384,582,920,819,157,276,1064
871,975,136,1016,342,921,825,948,469,724
547,279,135,824,466,432,835,1056,823,768
160,1082,125,351,385,1023,833,378,-20,1263
518,744,131,730,732,525,837,171,902,972
524,336,120,1375,693,440,841,615,761,579
1202,544,120,647,676,-1,830,871,1167,830
799,89,113,1559,634,627,831,909,582,990
625,677,124,223,237,703,829,588,698,490
963,1052,117,1021,659,288,828,561,462,354
412,926,112,769,267,815,837,676,889,720
593,881,127,1239,956,904,820,186,646,746
485,821,120,1475,643,185,829,85,724,628
947,1772,117,598,456,810,823,413,496,696
501,1014,125,643,411,844,831,295,243,701
864,824,117,1052,400,133,837,822,227,791
581,832,128,558,520,392,831,786,266,796
610,659,121,790,815,491,835,704,606,606
373,213,123,945,679,1307,826,503,673,873
493,746,130,627,575,457,817,318,337,938
590,1014,123,1370,769,619,820,605,1049,889
721,-11,140,924,163,755,819,-212,486,422
1042,833,130,905,448,935,816,773,1460,641
743,573,127,540,595,394,807,810,468,718
140,356,127,444,817,651,816,414,378,1061
362,681,125,1000,436,658,822,433,1062,1145
782,1264,132,1472,312,370,814,517,511,749
148,694,122,1196,830,459,820,362,938,726
263,425,133,772,680,473,813,619,563,370
900,428,122,636,435,407,810,309,199,721
262,388,135,129,324,702,812,370,569,828
847,580,142,613,377,547,803,1248,835,511
490,1197,144,920,521,467,798,888,997,732
926,927,140,1458,-133,528,810,970,646,802
578,-25,141,867,834,203,809,452,601,1004
